job_name,job_stars,job_category,job_description,company_name,company_type,company_size,company_industry,company_introduction,min_salary,max_salary,mid_salary,place,exp_years,education
效果图设计师（双休）,"周末双休,五险,员工旅游,专业培训,节日福利,弹性工作","室内设计,建筑制图/模型/渲染","1、根据具体项目要求，独立完成项目的效果图设计绘制；,2、能独立完成大中型室内效果图从建模到后期整个过程；,3、具有良好的空间概念，对室内空间结构、照明、色彩及材质、施工工艺有一定理解，具备软装产品搭配能力；,4、具备良好的材质灯光处理及后期能力，画面效果优异；,任职要求：,1、室内设计或相关专业背景，本科以上学历，3-5年以上设计经验，工装公司出图经验优先；,2、熟练操作CAD、Vray、PS等设计软件，精通3DMAX、图片渲染、动态视频制作；,3、熟悉施工图纸图规范，施工工艺，材料及流程，建筑设计相关规范；,4、细心严谨，有良好的职业素质，团队精神及沟通协调能力，能承受一定的工作压力。,福利待遇：,1、底薪4000+效果图600元/张,2、每周双休，缴纳社保五险；,3、法定节假日礼品；,4、年度活动（生日Party、设计旅行、公益活动）；,5、年度学习（上海设计展，展厅考察，家具参展，画展参展，建筑考察，家具分享会，材料分享会等等）；",宁波汉格装饰工程有限公司,民营公司,少于50人,"家居/室内设计/装潢,建筑/建材/工程",汉格设计成立于2008年，是一家专著提供高素质室内设计服务的纯设计机构。汉格团队由一群富有活力、创意和广阔视野的设计人组成，以构想客户共鸣为创作意念，为工装、家装和软装设计需求客户提供具有独特气质及创意的空间设计方案和设计服务，协助客户实现空间和产品的价值，达到客户与公司双赢为目的。致力成为宁波最具时尚文化的空间设计机构。专业荣誉：2014年中国百强青年设计师2014年金堂奖年度十佳购物空间设计2014年度设计优势力十大精英设计团队2014年宁波年度创意人物2014年文化部百强青年设计师2014年第十二届现代装饰国际传媒奖2015年金堂奖年度优秀别墅设计2015年国际***生态设计奖2015年大师营优秀设计师2017年度50IDEA宁波年度设计人物 ***酒店餐饮空间设计奖2017年度40UNDER 40中国（浙江）设计杰出青年2018年第二届中国空间应用设计大赛 红鼎奖2018年宁波新锐设计总评 茶花奖2018年宁波年度设计人物 杰出别墅空间设计奖2019年M+中国高端室内设计大厦 匠心设计大奖2019年度优秀空间设计 金尺奖2019年赞颂·创造力 亚太室内设计精英邀请赛 荣誉奖2019年度优秀空间设计 她设计奖,8333,12500,10416.5,宁波-鄞州区,3-4年经验,本科
室内设计师（双休）,"周末双休,五险,员工旅游,专业培训,节日福利,弹性工作","室内设计,建筑制图/模型/渲染","1、配合设计总监在一定的时间内深化完成施工图的绘制；,2、参与项目施工现场的配合与交涉；,3、协助配合设计总监在各项材料以及项目进度上跟进；,4、独立绘制全套施工图纸。,任职要求：,1、本科以上学历，室内设计相关行业3-5年以上工作经验；,2、具有一定深化施工图纸能力，对结构技术处理熟悉，对各种装饰材料的特性有一定认识；,3、熟练使用 CAD、SU、PS、AI、3DMAX 等相关设计软件，熟悉平、立、剖、节点、大样的绘制；,4、性格开朗，吃苦耐劳，具有较强的沟通、协调能力，团队协作意识强；,5、熟练操作office、Auto CAD、PS等。,福利待遇：,1,2、法定节假日礼品；,3、年度活动（生日Party、设计旅行、公益活动）；,4、年度学习（上海设计展，展厅考察，家具参展，画展参展，建筑考察，家具分享会，材料分享会等等）；",宁波汉格装饰工程有限公司,民营公司,少于50人,"家居/室内设计/装潢,建筑/建材/工程",汉格设计成立于2008年，是一家专著提供高素质室内设计服务的纯设计机构。汉格团队由一群富有活力、创意和广阔视野的设计人组成，以构想客户共鸣为创作意念，为工装、家装和软装设计需求客户提供具有独特气质及创意的空间设计方案和设计服务，协助客户实现空间和产品的价值，达到客户与公司双赢为目的。致力成为宁波最具时尚文化的空间设计机构。专业荣誉：2014年中国百强青年设计师2014年金堂奖年度十佳购物空间设计2014年度设计优势力十大精英设计团队2014年宁波年度创意人物2014年文化部百强青年设计师2014年第十二届现代装饰国际传媒奖2015年金堂奖年度优秀别墅设计2015年国际***生态设计奖2015年大师营优秀设计师2017年度50IDEA宁波年度设计人物 ***酒店餐饮空间设计奖2017年度40UNDER 40中国（浙江）设计杰出青年2018年第二届中国空间应用设计大赛 红鼎奖2018年宁波新锐设计总评 茶花奖2018年宁波年度设计人物 杰出别墅空间设计奖2019年M+中国高端室内设计大厦 匠心设计大奖2019年度优秀空间设计 金尺奖2019年赞颂·创造力 亚太室内设计精英邀请赛 荣誉奖2019年度优秀空间设计 她设计奖,8333,12500,10416.5,宁波-鄞州区,3-4年经验,本科
资深设计师（双休）,"周末双休,五险,员工旅游,专业培训,节日福利,弹性工作","室内设计,建筑制图/模型/渲染","1、带领项目组方案设计、图纸制作、协调以及实施落地任务；,2、负责项目各阶段、各分项设计进度、图纸质量管理工作；,3、具有较突出的方案构思和表现能力，并指导设计师完成项目方案设计；,任职要求：,1、室内设计或相关专业背景，本科以上学历，6-8年以上设计经验；,2、熟练使用 CAD、SU、PS、AI、3DMAX 等相关设计软件；,3、熟悉制图标准、设计规范要求及各专业技术配合，熟悉施工图流程，有解决现场问题的能力；,4、热爱设计工作，责任心强，具有较高的团队协作精神。,我们需要您能很好的配合完成方案主设在工作进程中的一切周边事物，并且致力于实现设计出品完整落地。,我們不吝于向每一位志力于在设计事业上发展的同仁传达宝贵的工作经验，并给予广阔的发展空间 ，,所以在这份工作中我们请您务必需要具备优秀的方案理解能力、严谨细致的工作态度以及良好的工作协调能力。,福利待遇：,1、每周双休，缴纳社保五险；,2、法定节假日礼品；,3、年度活动（生日Party、设计旅行、公益活动）；,4、年度学习（上海设计展，展厅考察，家具参展，画展参展，建筑考察，家具分享会，材料分享会等等）；",宁波汉格装饰工程有限公司,民营公司,少于50人,"家居/室内设计/装潢,建筑/建材/工程",汉格设计成立于2008年，是一家专著提供高素质室内设计服务的纯设计机构。汉格团队由一群富有活力、创意和广阔视野的设计人组成，以构想客户共鸣为创作意念，为工装、家装和软装设计需求客户提供具有独特气质及创意的空间设计方案和设计服务，协助客户实现空间和产品的价值，达到客户与公司双赢为目的。致力成为宁波最具时尚文化的空间设计机构。专业荣誉：2014年中国百强青年设计师2014年金堂奖年度十佳购物空间设计2014年度设计优势力十大精英设计团队2014年宁波年度创意人物2014年文化部百强青年设计师2014年第十二届现代装饰国际传媒奖2015年金堂奖年度优秀别墅设计2015年国际***生态设计奖2015年大师营优秀设计师2017年度50IDEA宁波年度设计人物 ***酒店餐饮空间设计奖2017年度40UNDER 40中国（浙江）设计杰出青年2018年第二届中国空间应用设计大赛 红鼎奖2018年宁波新锐设计总评 茶花奖2018年宁波年度设计人物 杰出别墅空间设计奖2019年M+中国高端室内设计大厦 匠心设计大奖2019年度优秀空间设计 金尺奖2019年赞颂·创造力 亚太室内设计精英邀请赛 荣誉奖2019年度优秀空间设计 她设计奖,16667,25000,20833.5,宁波-鄞州区,5-7年经验,本科
美术老师/国画老师（双休/五险一金）,"五险一金,绩效奖金,专业培训,弹性工作",音乐/美术教师,"岗位职责：,1．小班制教学，负责儿童、青少年及成人国画教学工作；,2．完成试听课、公益课、国画展览等课程及活动的开展和后续跟进 ；,3．定期参加教研会议，不断提升教学质量，保证教学效果；,4．熟悉儿童、青少年、成人不同阶段的教学方法与技巧，营造良好的课堂氛围；,5．与学员及家长保持良好的沟通交流关系，提高满意度。,任职要求：,1．学历要求：本科及以上学历，有丰富教学经验者，可适当放宽；,2．专业要求：书法学、美术学、教育学、艺术类等相关专业；,3．能够针对不同年龄段学员进行教案编写、课程设计；,4．条理清晰，语言表达能力强，有一定控班能力和感染力，能够调动学员的积极性；,5．热爱中国传统文化，热爱教育事业。,我们提供：,1．课时费+提成+奖金，收入可持续上涨，丰厚的年终奖金；,2．入职缴纳五险一金，带薪年假；,3．完善的培训体系，独立舒适的教学/创作空间；,4．古色古香的办公环境，与名家接触，与名品为伴，提升自我修养；,5．平台有学科教研组，注重老师综合能力的再提升，公开透明的职业发展空间；,6．丰富多彩的团队生活、员工关爱活动。,工作时间：,做五休二（周一至周四休两日，周五周六周日为工作日）；,两种班制：,早班 09：00 - 18：00,晚班 13：00 - 21：00,上班地点（就近安排）：,1、广州市海珠区滨江东路185号金海湾首层01房（公交“中大北门”直行100米）；金海湾,2、广州市越秀区水荫路115号天溢大厦A区3楼（地铁6号线“沙河顶”直行800米）；天溢馆,3、广州市荔湾区荔湾路97号动感小西关康王楼2楼（公交“荔湾路”直行100米）；,4、广州市天河区天河北路470号3楼（苏宁旗舰店3楼）；,5、广州市海珠区江南西路111号中国南方石油大厦4楼（宝业路广百新一城斜对面）；,6、广州市番禺区同创誉城-同创里汇15商户；,7、佛山市禅城区祖庙站百花广场4楼。,在这里，有一群胡同人等待你的到来，祈愿共同用人文怀抱语文，让世界柔软；,在这里，你可以与中国传统国学来一次亲密接触，与最前沿的世界文化进行交流，重拾中国传统文化拾萃；我们期待你的加入！！希望你怀抱激情创业的心态，用一颗有爱的心，积极传播及传承国学文化！",秦汉胡同国学书院,民营公司,1000-5000人,教育/培训/院校,秦汉胡同国学于2002年开始创业，至今逾18个春秋。旨在将中华国学最基础的三个部分，即艺术丶诗文丶人文通识，藉＂听香读画，吃墨看茶＂的极致艺术空间，依托拥有全球化兼容并蓄的开放胸襟，具备传统文人扎实通识素养与学术能力的国学教师，向现代家庭，向全世界传播分享中华文化精粹，把中国心交给中国文字，让世界柔软。      秦汉胡同国学率先倡导国学教育为通识教育，并开创了艺术、诗文丶人文通识三位一体，即三画齐备、大者君子的国学教育学术与实践，成效华茂。艺朮模块包括书法、国画、围棋、茶艺、古筝二胡琵琶笛箫等为主的民乐和京剧昆曲等课程。诗文分为“蒙学“、“小学“和“经学”三个阶段。       蒙学阶段包括3.5岁起《三字经》、《千家诗》、《千字文》等蒙学经典在内的发蒙课程，使学生具备基本的学习能力和传统文化常识，童蒙养正；小学阶段包括“文字”、“声律”和“训诂”在内的基础文字训练课程，明声音、辨字义，掌握国学学习方法，为进一步学习国学经典与诗词创作打下扎实基础；经学阶段包括儒家经典、中华历史、诗文鉴赏与写作等课程，以诗教为途径，让学生通经明史，学习中国文化之精髓，成人成才。       人文通识模块，通过亲子人文通识教学，综合物证实物观摩、线下授课、在线图文、在线音视频、随机测试等方式，依托中华浩若烟海的文明物证，讲述中华色彩斑斓的长情故事，夯实中华上下五千年宝贵的家国情怀，与道德根基。秦汉胡同国学在做实国学教育的基础上，秦汉胡同在线、专卖丶中文丶好研社丶第伯乐等多个孵化项目亦健康发展。       目前，秦汉胡同国学已经在北京、上海、广州、深圳、杭州、南京、济南、娄底、临汾等地设立近70家国学馆，每年惠及数十万家庭。未来，秦汉胡同国学线下线上将不断融合，实现国学产品与服务的在线化、智能化、网络化，依托深度垂直的海量内容创造，向全社会开放国学教师培训，实现国学普惠。,6000,10000,8000.0,广州-天河区,NA,NA
国画老师,"五险一金,弹性工作,绩效奖金","音乐/美术教师,绘画","职位详情,★秦汉胡同国学书院是由上海长宁区教育局批准成立的非学历教育机构，深耕泛国艺、大国文领域18年，是目前全球最具影响力的国学文化教育公司之一，主要课程有书法、国画、国学、围棋、茶艺、古筝、古琴、二胡、琵琶、笛箫等。,★总部位于上海，目前深圳已开设13家校区，全面服务于深圳市民的文化需求。,★加入我们，您将获得丰富完善的在职培训、舒适典雅的工作环境及优厚有竞争力的薪酬福利，还有广阔的发展空间！,★工作职责：,1．小班制教学，负责儿童、青少年及成人国画教学工作；,2．完成试听课、公益课、国画展览等课程及活动的开展和后续跟进 ；,3．定期参加教研会议，不断提升教学质量，保证教学效果；,4．熟悉儿童、青少年、成人不同阶段的教学方法与技巧，营造良好的课堂氛围；,5．与学员及家长保持良好的沟通交流关系，提高满意度。,★任职要求：,1．学历要求：本科及以上学历，有丰富教学经验者，可适当放宽；,2．专业要求：国画学、美术学、教育学、艺术类等相关专业；,3．能够针对不同年龄段学员进行教案编写、课程设计；,4．条理清晰，语言表达能力强，有一定控班能力和感染力，能够调动学员的积极性；,5．热爱中国传统文化，热爱教育事业。,★薪资福利：,1．课时费+提成+奖金；综合薪资6-30K/月，收入可持续上涨；,2．完备的五险一金；,3．独立舒适的教学、创作空间；,4．优雅古典的环境，与名家接触，与名品为伴，提升自我修养；,5．平台有学科教研组，注重老师综合能力的再提升；,6．丰富多彩的团队生活、员工关爱活动。,★工作时间：,做五休二（周一至周四休两日，周五周六周日为工作日）；               ,在这里，有一群胡同人等待你的到来，祈愿共同用人文怀抱语文，让世界柔软；,在这里，你可以与中国传统国学来一次亲密接触，与最前沿的世界文化进行交流，重拾中国传统文化拾萃，我们期待你的加入！！！",秦汉胡同国学书院,民营公司,1000-5000人,教育/培训/院校,秦汉胡同国学于2002年开始创业，至今逾18个春秋。旨在将中华国学最基础的三个部分，即艺术丶诗文丶人文通识，藉＂听香读画，吃墨看茶＂的极致艺术空间，依托拥有全球化兼容并蓄的开放胸襟，具备传统文人扎实通识素养与学术能力的国学教师，向现代家庭，向全世界传播分享中华文化精粹，把中国心交给中国文字，让世界柔软。      秦汉胡同国学率先倡导国学教育为通识教育，并开创了艺术、诗文丶人文通识三位一体，即三画齐备、大者君子的国学教育学术与实践，成效华茂。艺朮模块包括书法、国画、围棋、茶艺、古筝二胡琵琶笛箫等为主的民乐和京剧昆曲等课程。诗文分为“蒙学“、“小学“和“经学”三个阶段。       蒙学阶段包括3.5岁起《三字经》、《千家诗》、《千字文》等蒙学经典在内的发蒙课程，使学生具备基本的学习能力和传统文化常识，童蒙养正；小学阶段包括“文字”、“声律”和“训诂”在内的基础文字训练课程，明声音、辨字义，掌握国学学习方法，为进一步学习国学经典与诗词创作打下扎实基础；经学阶段包括儒家经典、中华历史、诗文鉴赏与写作等课程，以诗教为途径，让学生通经明史，学习中国文化之精髓，成人成才。       人文通识模块，通过亲子人文通识教学，综合物证实物观摩、线下授课、在线图文、在线音视频、随机测试等方式，依托中华浩若烟海的文明物证，讲述中华色彩斑斓的长情故事，夯实中华上下五千年宝贵的家国情怀，与道德根基。秦汉胡同国学在做实国学教育的基础上，秦汉胡同在线、专卖丶中文丶好研社丶第伯乐等多个孵化项目亦健康发展。       目前，秦汉胡同国学已经在北京、上海、广州、深圳、杭州、南京、济南、娄底、临汾等地设立近70家国学馆，每年惠及数十万家庭。未来，秦汉胡同国学线下线上将不断融合，实现国学产品与服务的在线化、智能化、网络化，依托深度垂直的海量内容创造，向全社会开放国学教师培训，实现国学普惠。,8000,16000,12000.0,深圳-福田区,1年经验,本科
美术老师（禅城/五险一金双休）,"五险一金,弹性工作,绩效奖金,员工旅游,节日福利",音乐/美术教师,"岗位职责：,1．小班制教学，负责儿童、青少年及成人国画教学工作；,2．完成试听课、公益课、国画展览等课程及活动的开展和后续跟进 ；,3．定期参加教研会议，不断提升教学质量，保证教学效果；,4．熟悉儿童、青少年、成人不同阶段的教学方法与技巧，营造良好的课堂氛围；,5．与学员及家长保持良好的沟通交流关系，提高满意度。,任职要求：,1．学历要求：本科及以上学历，有丰富教学经验者，可适当放宽；,2．专业要求：国画学、美术学、教育学、艺术类等相关专业；,3．能够针对不同年龄段学员进行教案编写、课程设计；,4．条理清晰，语言表达能力强，有一定控班能力和感染力，能够调动学员的积极性；,5．热爱中国传统文化，热爱教育事业。,我们提供：,1．课时费+提成+奖金，收入可持续上涨，丰厚的年终奖金；,2．入职缴纳五险一金，带薪年假；,3．完善的培训体系，独立舒适的教学/创作空间；,4．古色古香的办公环境，与名家接触，与名品为伴，提升自我修养；,5．平台有学科教研组，注重老师综合能力的再提升，公开透明的职业发展空间；,6．丰富多彩的团队生活、员工关爱活动。,工作时间：,做五休二（周一至周四休两日，周五周六周日为工作日）；,两种班制：,早班 09：00 - 18：00,晚班 13：00 - 21：00,在这里，有一群胡同人等待你的到来，祈愿共同用人文怀抱语文，让世界柔软；,在这里，你可以与中国传统国学来一次亲密接触，与最前沿的世界文化进行交流，重拾中国传统文化拾萃；我们期待你的加入！！希望你怀抱激情创业的心态，用一颗有爱的心，积极传播及传承国学文化！",秦汉胡同国学书院,民营公司,1000-5000人,教育/培训/院校,秦汉胡同国学于2002年开始创业，至今逾18个春秋。旨在将中华国学最基础的三个部分，即艺术丶诗文丶人文通识，藉＂听香读画，吃墨看茶＂的极致艺术空间，依托拥有全球化兼容并蓄的开放胸襟，具备传统文人扎实通识素养与学术能力的国学教师，向现代家庭，向全世界传播分享中华文化精粹，把中国心交给中国文字，让世界柔软。      秦汉胡同国学率先倡导国学教育为通识教育，并开创了艺术、诗文丶人文通识三位一体，即三画齐备、大者君子的国学教育学术与实践，成效华茂。艺朮模块包括书法、国画、围棋、茶艺、古筝二胡琵琶笛箫等为主的民乐和京剧昆曲等课程。诗文分为“蒙学“、“小学“和“经学”三个阶段。       蒙学阶段包括3.5岁起《三字经》、《千家诗》、《千字文》等蒙学经典在内的发蒙课程，使学生具备基本的学习能力和传统文化常识，童蒙养正；小学阶段包括“文字”、“声律”和“训诂”在内的基础文字训练课程，明声音、辨字义，掌握国学学习方法，为进一步学习国学经典与诗词创作打下扎实基础；经学阶段包括儒家经典、中华历史、诗文鉴赏与写作等课程，以诗教为途径，让学生通经明史，学习中国文化之精髓，成人成才。       人文通识模块，通过亲子人文通识教学，综合物证实物观摩、线下授课、在线图文、在线音视频、随机测试等方式，依托中华浩若烟海的文明物证，讲述中华色彩斑斓的长情故事，夯实中华上下五千年宝贵的家国情怀，与道德根基。秦汉胡同国学在做实国学教育的基础上，秦汉胡同在线、专卖丶中文丶好研社丶第伯乐等多个孵化项目亦健康发展。       目前，秦汉胡同国学已经在北京、上海、广州、深圳、杭州、南京、济南、娄底、临汾等地设立近70家国学馆，每年惠及数十万家庭。未来，秦汉胡同国学线下线上将不断融合，实现国学产品与服务的在线化、智能化、网络化，依托深度垂直的海量内容创造，向全社会开放国学教师培训，实现国学普惠。,5000,8000,6500.0,佛山-禅城区,1年经验,本科
美术老师,"绩效奖金,全勤奖,节日福利,做五休二,周末双休,五险一金,交通补贴,通讯补贴,餐饮补贴,年终奖金",音乐/美术教师,"1．小班制教学，负责儿童、青少年及成人国画教学工作；,2．完成试听课、公益课、国画展览等课程及活动的开展和后续跟进 ；,3．定期参加教研会议，不断提升教学质量，保证教学效果；,4．熟悉儿童、青少年、成人不同阶段的教学方法与技巧，营造良好的课堂氛围；,5．与学员及家长保持良好的沟通交流关系，提高满意度。,1．学历要求：本科及以上学历，有丰富教学经验者，可适当放宽；,2．专业要求：国画学、美术学、教育学、艺术类等相关专业；,3．能够针对不同年龄段学员进行教案编写、课程设计；,4．条理清晰，语言表达能力强，有一定控班能力和感染力，能够调动学员的积极性；,5．热爱中国传统文化，热爱教育事业。,1．课时费+提成+奖金；前期平均薪资4-8K/月，收入可持续上涨；,2．完备的五险一金；带薪年假；,3．独立舒适的教学、创作空间；,4．优雅古典的环境，与名家接触，与名品为伴，提升自我修养；,5．平台有学科教研组，注重老师综合能力的再提升；,6．丰富多彩的团队生活、员工关爱活动。,做五休二（周一至周四休两日，周五周六周日为工作日）；,职能类别：音乐/美术教师绘画,关键字：国画美术老师",杭州爱嘚瑟文化创意有限公司,民营公司,少于50人,"互联网/电子商务,贸易/进出口",杭州爱嘚瑟文化创意有限公司成立于2016年，是一家从事艺术品线上线下整合的企业，取名爱嘚瑟取自“ideas”的谐音。注册商标爱德舍线上我们有自己的天猫官方旗舰店，线下我们有两个工厂，同时经营艺术培训。是一家全方位线上线下同时发展的公司。,6000,8000,7000.0,杭州-江干区,3-4年经验,本科
动作,"五险一金,员工旅游,餐饮补贴,定期体检,年终奖金",游戏动作设计师,"1.3D动作制作；,2.动画展现制作。,任职资格：,1. 大专及以上学历，美术类相关专业，1~3年动作，游戏设计等美术经验；,2.熟练掌握MAYA MAX软件；,3.具备良好的沟通能力和团队合作意识。,【福利待遇】",深圳市乐易网络股份有限公司,民营公司,150-500人,"网络游戏,互联网/电子商务",关于我们深圳市乐易网络股份有限公司，成立于2011年。我们是一家专注海外手机游戏自主研发和自主运营的企业，致力于打造世界精品手游。公司目前规模200~300人，创始人和高管皆来自腾讯，核心骨干来自腾讯、华为等科技公司。凭借着专注、极致的做事态度和对产品体验苛刻的要求，我们的游戏屡创佳绩，在苹果和谷歌商店的排行长期名列前茅。2016年3月，公司完成A轮战略融资，估值10亿元。2019年9月，公司获得Facebook和毕马威联合发布的“2019中国出海50强新秀品牌”荣誉。在这里，我们实行一对一导师制度，热心可爱的导师将会帮助每一位新人学习和成长。良好的团队和技术氛围更是吸引了许多来自各大互联网企业及海内外院校的人才。加入我们吧，乐易会为你提供一个广袤、自由的发展平台，让我们共同成长！愿景：成为一家持续进步的企业。使命：用理性的态度为世界创造简单的快乐。价值观：正直、自省、合作、进取我们的里程碑2011  公司成立2013  进军游戏行业2014  游戏年营收突破千万2016  公司完成了A轮融资，市场估值10亿元2018  Blaze of Battle：单款游戏年收入过亿2019  9月，我们获得了Facebook和毕马威联合发布的“中国出海50强新秀品牌”荣誉公司产品Blaze of Battle一款超经典的SLG游戏！在这里，你可以建立宏伟的城市，组建强大军队，召唤巨龙与骑士和您一起征服战争之光的战场。加入联盟，与来自世界各地的数百万玩家并肩作战，体验战争的刺激！West Game一款人气爆棚的西部主题SLG游戏。发行之初便屡次闯入北美iOS畅销前一百。在狂野又刺激的西部世界中，你可以建立自己的小镇、创建你的帮派，和来自世界各地的玩家们战斗。Top Gang一款主打黑手党题材的卡牌游戏。这是一个混沌和堕落的世界，衰落的秩序和廉价的道义，在地下世界中你将如何抉择——夹缝求生？又或是成为规则的主人？快来加入黑手党的世界，招募英雄，升级技能，一起战斗吧！福利待遇1. 关注你的职业发展提供有竞争力的薪资，每年稳定涨薪，***可达10个月的年终奖、额外经营奖，更有导师制度和任职资格体系，帮助你应对职业发展未来的挑战。2.为你提供全方位保障为你提供六险一金和深圳户籍，超长的带薪假期，新婚添丁津贴和各类慰问金，每年定期体检，成为你工作打拼的有力保障。3.和你一起享受生活零食水果下午茶、入职生日节日礼包，各种生日会、团建、社团、周年庆活动，一年两次海内外旅游，工作之余，我们更想和你享受生活。,8000,10000,9000.0,深圳-南山区,1年经验,大专
3D动作,"一年两次旅游,五险一金,补充医疗保险,餐饮补贴,年终奖金,定期体检,绩效奖金,员工旅游,出国机会,弹性工作",动画/3D设计,"★★★非常重要：简历投递需附带作品★★★,岗位职责：,1、3D动作制作；,2、动画展现制作。,★★★非常重要：简历投递需附带作品★★★,任职要求：,1、 大专及以上学历，美术类相关专业，3年以上动作，游戏设计等美术经验；,2、 工作能力独当一面，有专业全面的执行能力；,3、熟练掌握MAYA MAX软件；,4、具备良好的沟通能力和团队合作意识。,★★★非常重要：简历投递需附带作品★★★,【福利待遇】",深圳市乐易网络股份有限公司,民营公司,150-500人,"网络游戏,互联网/电子商务",关于我们深圳市乐易网络股份有限公司，成立于2011年。我们是一家专注海外手机游戏自主研发和自主运营的企业，致力于打造世界精品手游。公司目前规模200~300人，创始人和高管皆来自腾讯，核心骨干来自腾讯、华为等科技公司。凭借着专注、极致的做事态度和对产品体验苛刻的要求，我们的游戏屡创佳绩，在苹果和谷歌商店的排行长期名列前茅。2016年3月，公司完成A轮战略融资，估值10亿元。2019年9月，公司获得Facebook和毕马威联合发布的“2019中国出海50强新秀品牌”荣誉。在这里，我们实行一对一导师制度，热心可爱的导师将会帮助每一位新人学习和成长。良好的团队和技术氛围更是吸引了许多来自各大互联网企业及海内外院校的人才。加入我们吧，乐易会为你提供一个广袤、自由的发展平台，让我们共同成长！愿景：成为一家持续进步的企业。使命：用理性的态度为世界创造简单的快乐。价值观：正直、自省、合作、进取我们的里程碑2011  公司成立2013  进军游戏行业2014  游戏年营收突破千万2016  公司完成了A轮融资，市场估值10亿元2018  Blaze of Battle：单款游戏年收入过亿2019  9月，我们获得了Facebook和毕马威联合发布的“中国出海50强新秀品牌”荣誉公司产品Blaze of Battle一款超经典的SLG游戏！在这里，你可以建立宏伟的城市，组建强大军队，召唤巨龙与骑士和您一起征服战争之光的战场。加入联盟，与来自世界各地的数百万玩家并肩作战，体验战争的刺激！West Game一款人气爆棚的西部主题SLG游戏。发行之初便屡次闯入北美iOS畅销前一百。在狂野又刺激的西部世界中，你可以建立自己的小镇、创建你的帮派，和来自世界各地的玩家们战斗。Top Gang一款主打黑手党题材的卡牌游戏。这是一个混沌和堕落的世界，衰落的秩序和廉价的道义，在地下世界中你将如何抉择——夹缝求生？又或是成为规则的主人？快来加入黑手党的世界，招募英雄，升级技能，一起战斗吧！福利待遇1. 关注你的职业发展提供有竞争力的薪资，每年稳定涨薪，***可达10个月的年终奖、额外经营奖，更有导师制度和任职资格体系，帮助你应对职业发展未来的挑战。2.为你提供全方位保障为你提供六险一金和深圳户籍，超长的带薪假期，新婚添丁津贴和各类慰问金，每年定期体检，成为你工作打拼的有力保障。3.和你一起享受生活零食水果下午茶、入职生日节日礼包，各种生日会、团建、社团、周年庆活动，一年两次海内外旅游，工作之余，我们更想和你享受生活。,10000,12000,11000.0,深圳-南山区,3-4年经验,大专
美术教师,"绩效奖金,全勤奖,节日福利,做五休二,周末双休,五险一金,交通补贴,通讯补贴,餐饮补贴,年终奖金",音乐/美术教师,"1．小班制教学，负责儿童、青少年及成人国画教学工作；,2．完成试听课、公益课、国画展览等课程及活动的开展和后续跟进 ；,3．定期参加教研会议，不断提升教学质量，保证教学效果；,4．熟悉儿童、青少年、成人不同阶段的教学方法与技巧，营造良好的课堂氛围；,5．与学员及家长保持良好的沟通交流关系，提高满意度。,1．学历要求：本科及以上学历，有丰富教学经验者，可适当放宽；,2．专业要求：国画学、美术学、教育学、艺术类等相关专业；,3．能够针对不同年龄段学员进行教案编写、课程设计；,4．条理清晰，语言表达能力强，有一定控班能力和感染力，能够调动学员的积极性；,5．热爱中国传统文化，热爱教育事业。,1．课时费+提成+奖金；前期平均薪资4-8K/月，收入可持续上涨；,2．完备的五险一金；带薪年假；,3．独立舒适的教学、创作空间；,4．优雅古典的环境，与名家接触，与名品为伴，提升自我修养；,5．平台有学科教研组，注重老师综合能力的再提升；,6．丰富多彩的团队生活、员工关爱活动。,做五休二（周一至周四休两日，周五周六周日为工作日）；,职能类别：音乐/美术教师绘画,关键字：国画美术老师",杭州爱嘚瑟文化创意有限公司,民营公司,少于50人,"互联网/电子商务,贸易/进出口",杭州爱嘚瑟文化创意有限公司成立于2016年，是一家从事艺术品线上线下整合的企业，取名爱嘚瑟取自“ideas”的谐音。注册商标爱德舍线上我们有自己的天猫官方旗舰店，线下我们有两个工厂，同时经营艺术培训。是一家全方位线上线下同时发展的公司。,8000,10000,9000.0,杭州-江干区,3-4年经验,本科
